,content,score,thumbsUpCount,reviewCreatedVersion,at,kota,clean_content,sentiment_score,sentiment
837,"Kok bisa awalnya ada promo, tiba-tiba promonya hilang? Kenapa ngga konsisten kasih promo siih jeg?",3,0,4.97.1,2024-10-27 08:44:35,Jakarta Selatan,promo tibatiba promonya hilang konsisten kasih promo siih jeg,11,positive
838,Sangat membantu,5,0,4.93.1,2024-10-27 08:39:48,Jakarta Barat,bantu,3,positive
839,Lumayan lah tapi untuk gofood Masih terlalu besar diongkir,4,0,4.98.1,2024-10-27 08:11:40,Jakarta Selatan,lumayan gofood diongkir,1,positive
840,puas,5,0,4.99.1,2024-10-27 08:11:29,Jakarta Selatan,puas,3,positive
841,"Sulit upgrade, terlalu kaku jd nya hanya kalo kepepet doang make nya, abis pake uninstall lg, kecewa soalnya,",2,0,Unknown,2024-10-27 08:06:50,Jakarta Utara,sulit upgrade kaku nya pepet pakai nya habis pakai uninstall kecewa,-2,negative
842,Mantul,5,0,4.98.1,2024-10-27 07:59:05,Jakarta Timur,mantul,0,neutral
843,"Langkahnya menjauh, membawa pergi sejuta kisah. Kenangannya terukir dalam, bagai lukisan air mata di kanvas hati. “Kamu tahu enggak sih? Aku udah nungguin kamu dari tadi. Aku sampe ngobrol sendiri kayak orang gila. Kok bisa gitu ya? Soalnya aku sendirian nih.”🙁😒😭 saya sudah pesan beberapa kali sering dibatalkan padahal memang beneran pengen orderan mobil apakah setiap hari weekend seperti ini ya?",5,0,Unknown,2024-10-27 07:53:11,Jakarta Utara,langkah jauh bawa pergi juta kisah kenang ukir lukis air mata kanvas hati sih nungguin ngobrol orang gila ya nih pesan kali batal beneran order mobil weekend ya,17,positive
844,Sangat membantu,5,0,4.99.1,2024-10-27 07:49:12,Jakarta Utara,bantu,3,positive
845,good job,5,0,4.98.1,2024-10-27 07:41:54,Jakarta Timur,good job,5,positive
846,"pesanan saya ditolak berkali-kali. saya jg butuh, saya mau pulang jadi kelamaan! saya juga bayar loh, tolong di tindak lanjuti lagi",2,0,4.99.1,2024-10-27 07:33:20,Jakarta Selatan,pesan tolak berkalikali butuh pulang bayar loh tolong tindak lanjut,-1,negative
847,Keren,5,0,4.99.1,2024-10-27 07:26:35,Jakarta Utara,keren,0,neutral
848,Baik,5,0,4.99.1,2024-10-27 07:19:00,Jakarta Selatan,,0,neutral
849,Terima kasih sangat membantu.,5,0,Unknown,2024-10-27 07:15:59,Jakarta Barat,terima kasih bantu,7,positive
850,"Pengantar tidak ramah, ingin memakai diskon saat gocar tetapi dimaki oleh pengantar",1,0,Unknown,2024-10-27 07:03:18,Jakarta Timur,antar ramah pakai diskon gocar maki antar,2,positive
851,Bagus,5,0,4.98.1,2024-10-27 06:59:39,Jakarta Pusat,bagus,2,positive
852,"bagus bagus cocok sekali,lain kali ada jualan sigma,mewing nya bang😹😔👄🙏🏻",5,0,Unknown,2024-10-27 06:55:33,Jakarta Barat,bagus bagus cocok sekalilain kali jual sigmamewing nya bang,9,positive
853,Bagusssss banyak promo,5,0,4.98.1,2024-10-27 06:53:51,Jakarta Selatan,bagusssss promo,3,positive
854,Terima kasih Gojek,5,0,4.96.2,2024-10-27 06:52:31,Jakarta Pusat,terima kasih gojek,4,positive
855,Kalo pake gomart pasti ada barang yg kosong tapi di aplikasi masih ada,1,0,Unknown,2024-10-27 06:52:22,Jakarta Timur,pakai gomart barang kosong aplikasi,-8,negative
856,"Kurang banyak voucher hehe, dan agak mahal drpd waktu2 sblmnya",4,0,4.87.3,2024-10-27 06:46:38,Jakarta Barat,voucher hehe mahal,4,positive
857,Sangat membantu buat org yg males macet²an dan yg ga bs nyetir kendaraan sendiri,5,0,4.98.1,2024-10-27 06:46:26,Jakarta Utara,bantu orang malas macet nyetir kendara,-1,negative
858,Kalo biaa diadain lagi goclean itu membuka lapangan pekerjaan dan sangat bagus sekali,5,1,4.99.1,2024-10-27 06:36:48,Jakarta Pusat,biaa diadain goclean buka lapang kerja bagus,10,positive
859,Sangat Membantu,5,0,4.99.1,2024-10-27 06:35:22,Jakarta Barat,bantu,3,positive
860,Ok...,5,0,4.98.1,2024-10-27 06:33:48,Jakarta Barat,ok,4,positive
861,Nyaman dan aman,5,0,4.99.1,2024-10-27 06:28:58,Jakarta Timur,nyaman aman,4,positive
862,Gojek transfortasi hemat,5,0,4.99.1,2024-10-27 06:24:27,Jakarta Timur,gojek transfortasi hemat,4,positive
863,Baik,5,0,Unknown,2024-10-27 06:20:40,Jakarta Barat,,0,neutral
864,Apk lemot,1,0,Unknown,2024-10-27 06:19:52,Jakarta Pusat,apk lot,-5,negative
865,"Sejauh penggunaan saya sampai saat ini cukup ok dan nyaman. Cuma mungkin sayangnya kalau mau lebih banyak promonya harus pakai aplikasi dompet digital yg dipisah dari aplikasi ini. Dan juga tolong ditambahkan pembayaran dengan bank jago syariah nya untuk go transit biar gak perlu top up dulu gopay nya, biar transaksi lebih cepat dan efisien. Update: tolong tambahkan juga pembelian tiket Transjakarta dari go transit untuk membuat perpindahan moda transportasi jadi lebih simpel dan cepat.",5,475,4.99.1,2024-10-27 06:10:43,Jakarta Selatan,guna ok nyaman sayang promonya pakai aplikasi dompet digital pisah aplikasi tolong bayar bank jago syariah nya go transit biar top up gopay nya biar transaksi cepat efisien update tolong tambah beli tiket transjakarta go transit pindah moda transportasi simpel cepat,41,positive
866,"Aplikasi ini cukup membantu buat berpergian sehari hari mudah digunakan dan simpel aplikasi cukup ringan jadi ga terlalu membebani saat transaksi,sya sudah 3tahun memakai aplikasi ini memang banyak keluh kesahnya seperti lokasi driver yang tiba tiba berhenti dan tiba tiba sudah sampai saja tapi saya mengerti bahwa itu kesalahan driver bukan dari sistem aplikasi nya,pokoknya mantap deh membantu setiap waktu berguna bagi pengguna dan driver dalam mencari nafkah,love u gojek❤️",5,137,4.98.1,2024-10-27 06:00:04,Jakarta Barat,aplikasi bantu pergi hari mudah simpel aplikasi ringan beban transaksisya pakai aplikasi keluh kesah lokasi driver henti erti salah driver sistem aplikasi nyapokoknya mantap deh bantu guna guna driver cari nafkahlove gojek,-9,negative
867,kasi b4 karna yg sempurna cuma punya yg di atas,4,0,4.98.1,2024-10-27 05:59:52,Jakarta Utara,kasih bb sempurna,5,positive
868,"Coba bantu cek kak, saya mau bayar tagihan gopay later tapi gojek minta update aplikasi dulu. Padahal sudah update terbaru, jadi kendala tidak bisa bayar tagihan",4,2,5.0.0,2024-10-27 05:54:57,Jakarta Barat,coba bantu cek kak bayar tagih gopay later gojek update aplikasi update baru kendala bayar tagih,-7,negative
869,Selamat datang di era kapitalisme global nan berbudaya,5,2,4.99.1,2024-10-27 05:52:52,Jakarta Timur,selamat era kapitalisme global nan budaya,5,positive
870,tingkatkan lagi,5,0,4.99.1,2024-10-27 05:50:59,Jakarta Barat,tingkat,1,positive
871,Top,5,0,4.99.1,2024-10-27 05:50:55,Jakarta Utara,top,5,positive
872,Mantap,5,0,4.99.1,2024-10-27 05:50:14,Jakarta Timur,mantap,5,positive
873,"Ongkos gofood 5rb tega bgt pelanggan yg order,pelit,zholim",1,0,Unknown,2024-10-27 05:49:59,Jakarta Barat,ongkos gofood rb tega banget langgan orderpelitzholim,-2,negative
874,Gojek is the best,5,0,4.99.1,2024-10-27 05:28:13,Jakarta Barat,gojek is the best,0,neutral
875,Terima kasih gojek yg telah memberikan layanan terbaik !!!,5,0,Unknown,2024-10-27 05:23:46,Jakarta Timur,terima kasih gojek layan baik,9,positive
876,Ok,5,0,4.93.1,2024-10-27 05:22:40,Jakarta Utara,ok,4,positive
877,"Gojek abis update, mau bayar pay later full maksa banget buat dicicil 3x, tombol bayar full nya gabisa diklik minta update mulu, padahal udh diupdate apk nya. Kan jd harus nambah biaya angsuran perbulannya, padahal harusnya bisa lgsung clear dibulan itu, mana perbulannya 4,3% lagi, rese bat😡😡 Kalo tombol bayar penuhnya bisa diklik bintangnya ditambah👍🏻",1,0,Unknown,2024-10-27 05:21:06,Jakarta Selatan,gojek habis update bayar pay later full maksa banget cicil x tombol bayar full nya klik update mulu diupdate apk nya tambah biaya angsur bulan langsung clear bulan bulan rese bat tombol bayar penuh klik bintang tambah,11,positive
878,"Selalu nyampe di titik yang salah, padahal biasanya kalo pake alamat yg sama ga pernah gitu.",3,1,4.99.1,2024-10-27 05:20:51,Jakarta Barat,titik salah pakai alamat,-7,negative
879,"Driver yg mau antar GO-FOOD seharusnya tidak membatalkan sepihak, tanpa ada pemberitahuan, tau² di batalkan saja, tolong pihak gojek di tertib kan donk, jangan seenaknya saja driver batal in, klo ga niat kerja mending di rumah makan tidur",4,0,4.99.1,2024-10-27 05:18:19,Jakarta Barat,driver gofood batal pemberitahuan tau batal tolong gojek tertib donk driver batal in niat kerja mending rumah makan tidur,-4,negative
880,Membuat lebih gampang untuk bepergian,5,0,4.99.1,2024-10-27 05:10:35,Jakarta Utara,gampang pergi,5,positive
881,Pelayanan lama,1,0,4.99.1,2024-10-27 05:09:56,Jakarta Utara,layan,2,positive
882,Bos dimana keadilan buat driver yg online setiap hari.. Dan tidak pilih2 orderan masuk.. Order hari belum di kasih orde masuk,5,0,Unknown,2024-10-27 05:08:26,Jakarta Pusat,bos mana adil driver online pilih order masuk order kasih orde masuk,4,positive
883,Koplak,3,0,2.25.0,2024-10-27 05:07:30,Jakarta Timur,koplak,0,neutral
884,"Yang beli langganan Gojek PLUS, selamat merugi dan tidak sesuai ekspektasi. Niat lebih hemat malah rugi banyak. Coba aja buktiin sendiri bener ngga.bandingin sama akun lain yang ga langganan plus!",1,0,4.99.1,2024-10-27 04:52:58,Jakarta Pusat,beli langgan gojek plus selamat rugi sesuai ekspektasi niat hemat rugi coba bukti bener nggabandingin akun langgan plus,14,positive
885,"helpdesknya kurang membantu, nggak responsif",1,0,Unknown,2024-10-27 04:52:58,Jakarta Timur,helpdesknya bantu responsif,3,positive
886,"KETERLALUAN PROGRAM PLUS. SAYA PENGGUNA SETIA GOJEK, SENGAJA SUPPORT BELI LANGGANAN PLUS 6BULAN. GATAUNYA BERKALI""DITIPU TRANSAKSI GOFOOD LEBIH MAHAL DARIPADA YANG GA LANGGANAN PLUS",1,1,4.99.1,2024-10-27 04:46:04,Jakarta Utara,program plus guna setia gojek sengaja support beli langgan plus gataunya berkaliditipu transaksi gofood mahal langgan plus,16,positive
887,"Aplikasi ini sangat membantu disaat saya membutuhkan, jos gandos deh pokoknya👍",5,0,4.99.1,2024-10-27 04:44:52,Jakarta Barat,aplikasi bantu saat butuh jos gandos deh pokok,-3,negative
888,Good,4,0,Unknown,2024-10-27 04:39:48,Jakarta Selatan,good,5,positive
889,Makasih udah terbantu,4,0,4.96.2,2024-10-27 04:35:44,Jakarta Selatan,terimakasih bantu,8,positive
890,Mantap,5,0,4.99.1,2024-10-27 04:30:16,Jakarta Timur,mantap,5,positive
891,Mantap,5,0,4.96.2,2024-10-27 04:18:21,Jakarta Utara,mantap,5,positive
892,👍👍👍👍,5,0,4.98.1,2024-10-27 04:05:44,Jakarta Utara,,0,neutral
893,Bagus,5,0,4.94.2,2024-10-27 04:05:29,Jakarta Selatan,bagus,2,positive
894,Memudahkan untuk memesan makanan onlen dan ada banyak promo,5,9,4.98.1,2024-10-27 03:57:41,Jakarta Selatan,mudah mes makan onlen promo,8,positive
895,aplikasinya bagus dan bermanfaat,5,0,4.99.1,2024-10-27 03:51:48,Jakarta Timur,aplikasi bagus manfaat,3,positive
896,Pemakaian sampai saat ini oke punya,5,0,4.98.1,2024-10-27 03:48:52,Jakarta Timur,pakai oke,2,positive
897,kenapa gopayleernya gak bisa di cicil..?,4,0,4.98.1,2024-10-27 03:48:45,Jakarta Selatan,gopayleernya cicil,0,neutral
898,Okey gojek,5,0,4.98.1,2024-10-27 03:48:11,Jakarta Timur,okey gojek,0,neutral
899,Sangat puas,5,0,4.98.1,2024-10-27 03:45:35,Jakarta Timur,puas,3,positive
900,ok,5,0,Unknown,2024-10-27 03:44:39,Jakarta Selatan,ok,4,positive
901,Mau bayar gopaylater malah minta update terus. Giliran pilihannya dibagi 3 bulan malah bisa. Kontak bantuan gak ada balesan2,1,0,5.0.0,2024-10-27 03:39:28,Jakarta Barat,bayar gopaylater update gilir pilih bagi kontak bantu balesan,6,positive
902,👌,4,0,Unknown,2024-10-27 03:28:54,Jakarta Utara,,0,neutral
903,waktu mencari driver lama,1,0,4.98.1,2024-10-27 03:22:15,Jakarta Barat,cari driver,-3,negative
904,Apl gak jelas mau bayar tagihan malah suruh beri rating lol Jadi ribett harus masuk ke play store dulu kocak,1,0,4.98.1,2024-10-27 03:20:08,Jakarta Barat,apl bayar tagih suruh rating tertawa ribett masuk play store kocak,-4,negative
905,mantap,5,0,4.98.1,2024-10-27 03:15:26,Jakarta Utara,mantap,5,positive
906,Aplikasi yg sgt mudah dan sgt membantu,5,0,4.99.1,2024-10-27 03:10:39,Jakarta Barat,aplikasi mudah bantu,3,positive
907,udah di update tetep aja error terus,5,0,4.93.1,2024-10-27 03:04:45,Jakarta Barat,update error,-5,negative
908,"Driver gofood di Palembang kok sering sekali minta tambahan uang parkir, saya belanja di aplikasi online lain tidak pernah drivernya minta tambahan uang parkir.",1,0,4.98.1,2024-10-27 03:04:31,Jakarta Timur,driver gofood palembang tambah uang parkir belanja aplikasi online drivernya tambah uang parkir,6,positive
909,Ok,5,0,4.99.1,2024-10-27 03:01:53,Jakarta Barat,ok,4,positive
910,"lama lama mengecewakan...ingat sewaktu babat alas...iklanya masiv dan besar2an,tlg hargai mitra anda, karena mereka mulia mau mengantar dan ada modalnya..nyawa mobil dan motor",1,0,Unknown,2024-10-27 02:54:42,Jakarta Pusat,mengecewakaningat babat alasiklanya masiv besarantlg harga mitra mulia antar modalnyanyawa mobil motor,6,positive
911,Banyak driver tdk ber attitude dan membatalkan orderan seenaknya,1,0,4.99.1,2024-10-27 02:52:24,Jakarta Pusat,driver ber attitude batal order,-5,negative
912,Mantap,5,0,5.0.0,2024-10-27 02:31:05,Jakarta Selatan,mantap,5,positive
913,"Saya ganti hp tapi malah dipersulit login di hp baru, ribet banget sampe 15x verifikasi wajah gagal mulu, capek tau bolak balik gagal login, saya cuma mo belanja, ada saldo saya disitu, tolong lah dipermudah caranya, no hp saya masih yg lama, kok gini banget aplikasinya, balikin kaya dulu hanya pakai no wa, no hp, email, pin, pake wajah saya kaga bisa, ribet",1,7,4.99.1,2024-10-27 02:30:47,Jakarta Utara,ganti hp sulit login hp ribet banget x verifikasi wajah gagal mulu capek tau bolak gagal login belanja saldo situ tolong mudah nomor hp banget aplikasi balikin kaya pakai nomor wa nomor hp email pin pakai wajah ribet,0,neutral
914,Sangat membantu,5,0,4.98.1,2024-10-27 02:14:56,Jakarta Pusat,bantu,3,positive
915,Mantap dapat diskon pula,5,0,4.94.2,2024-10-27 02:06:34,Jakarta Selatan,mantap diskon,7,positive
916,banyak driver yg gabisa jemput dengan alasan trouble segala macem,3,0,Unknown,2024-10-27 01:43:50,Jakarta Pusat,driver jemput alas trouble macem,-2,negative
917,Bagus,5,0,4.97.1,2024-10-27 01:43:47,Jakarta Timur,bagus,2,positive
918,oke,5,0,4.91.1,2024-10-27 01:34:00,Jakarta Pusat,oke,2,positive
919,Bagus,5,0,4.98.1,2024-10-27 01:33:39,Jakarta Timur,bagus,2,positive
920,Keren Aplikasinya,5,0,4.99.1,2024-10-27 01:26:57,Jakarta Utara,keren aplikasi,-4,negative
921,Mantap,5,0,Unknown,2024-10-27 01:21:25,Jakarta Pusat,mantap,5,positive
922,Gojek mantap,5,0,4.98.1,2024-10-27 01:02:47,Jakarta Selatan,gojek mantap,5,positive
923,aplikasinya enak soalnya selalu ada aja promonya🤭🤍🤍,5,0,4.98.1,2024-10-27 00:57:57,Jakarta Utara,aplikasi enak promonya,1,positive
924,"ya boleh lah ya,bisa mesan makan pas mager keluar",5,0,4.93.1,2024-10-27 00:56:00,Jakarta Utara,ya yabisa mesan makan pas mager,4,positive
925,Bosss.. Saya pesan sudah hampir sejam aemua driver batalin karena lokasi titik jemput kejauhan.. Ini gimana ya.. Kok makin hari makin gak genah... Bukannya yang terdekat.. Udah pilih prioritas jg makin jauh malahan...,1,3,4.99.1,2024-10-27 00:53:22,Jakarta Pusat,bosss pesan jam aemua driver batalin lokasi titik jemput jauh ya genah dekat pilih prioritas,0,neutral
926,Percuma ada promo kalau gabisa dipakai alias driver pilih-pilih,1,0,4.98.1,2024-10-27 00:46:55,Jakarta Pusat,promo pakai alias driver pilihpilih,3,positive
927,"layanan,goshop,ride.sangat buruk,terutama GOSHOP.dapat driver yg posisinya jauh,sehingga driver membatalkan pesanan.dan setelah itu dapat nya lama.u/ posisi di bali..",1,1,4.99.1,2024-10-27 00:34:21,Jakarta Utara,layanangoshopridesangat burukterutama goshopdapat driver posisi jauhsehingga driver batal pesanandan nya lamau posisi bal,-5,negative
928,keren,5,0,4.98.1,2024-10-27 00:32:55,Jakarta Selatan,keren,0,neutral
929,centil,1,0,Unknown,2024-10-27 00:24:27,Jakarta Pusat,centil,5,positive
930,Ok juga,5,0,4.99.1,2024-10-27 00:20:07,Jakarta Timur,ok,4,positive
931,Simpel ngak ribet klau mau pesan apa aja gojek la yg paling simpel,5,0,Unknown,2024-10-27 00:13:40,Jakarta Utara,simpel ribet klau pesan gojek la simpel,4,positive
932,Memuaskan,5,0,4.99.1,2024-10-26 23:51:29,Jakarta Barat,muas,5,positive
933,"Selalu àda saat yang Lain gak mau layani,, Terimakasih",5,0,4.99.1,2024-10-26 23:49:39,Jakarta Barat,da layan terimakasih,7,positive
934,bagus sangat sangat bermanfaat,5,0,4.99.1,2024-10-26 23:45:09,Jakarta Barat,bagus manfaat,7,positive
935,Drivernya jauh jauh sekarang,5,0,4.99.1,2024-10-26 23:05:16,Jakarta Utara,drivernya,0,neutral
936,tepat waktu dan ramah,5,0,4.98.1,2024-10-26 23:02:18,Jakarta Pusat,ramah,5,positive
937,Aplikasi gopay memuaskan saya sudah lama bertransaksi lewat gopay tapi tolong gopay leter saya di aktifkan dong jgn di antrian Mulu,5,0,4.93.1,2024-10-26 23:01:03,Jakarta Selatan,aplikasi gopay muas transaksi gopay tolong gopay leter aktif antri mulu,12,positive
938,"Voucher hilang , tamggal berakhirnya 2 november , ngajuin banding ditolak Padahal akun itu fresh blum ada riwayat pemesanan Kan tolol",2,0,Unknown,2024-10-26 22:47:00,Jakarta Selatan,voucher hilang tamggal november ngajuin banding tolak akun fresh riwayat mesan tolol,-2,negative
939,Mau log in aja susah minta ampun. Gagal di verifikasi wajah karen ganti hp. Sementara ke my BCA bisa yang pake verifikasi wajah juga. Hadeuh. Dongkol setengah mati. Balikin akun gw woy masih ada saldo gopay nya itu,1,0,4.99.1,2024-10-26 22:36:57,Jakarta Pusat,log in susah ampun gagal verifikasi wajah karen ganti hp my bca pakai verifikasi wajah hadeuh dongkol mati balikin akun woy saldo gopay nya,-1,negative
940,Terbaik,5,0,Unknown,2024-10-26 22:01:40,Jakarta Timur,baik,3,positive
941,Oke,5,0,4.98.1,2024-10-26 21:47:17,Jakarta Utara,oke,2,positive
942,Okey,5,0,4.98.1,2024-10-26 21:37:30,Jakarta Utara,okey,0,neutral
943,"Saya tidak suka dengan kebijakan mendapatkan driver untuk pesanan saya, ngapain harus ada makanannya pada jam itu, kalau tidak bisa menemukan driver, ngapain saya harus menunggu beberapa menit atau bahkan jam hanya menunggu makanan saya yang kunjung tidak datang. Bahkan tidak mendapatkan kompensasi, apa gunanya saya pesan dari awal, kalau saya hanya dapat laparnya aja? Kalau tidak bisa menemukan driver, mending batalkan saja dari awal, nunggu selama 1 jam tapi gak dapat, lawak gojek",1,2,4.98.1,2024-10-26 21:34:20,Jakarta Pusat,suka bijak driver pesan ngapain makan jam temu driver ngapain tunggu menit jam tunggu makan kunjung kompensasi guna pesan lapar temu driver mending batal nunggu jam lawak gojek,15,positive
944,Ini sangat membantu dan menyenangkan,5,0,4.98.1,2024-10-26 21:25:15,Jakarta Pusat,bantu senang,8,positive
945,"Nyusahin apk ini..tranfer ke BANK,ke DANA, ke BRIMO,nggak bisa..tranfer berhasil saldo berkurang tapi,nggak masuk"" ke no tujuan saldo nya",1,1,4.99.1,2024-10-26 20:20:20,Jakarta Selatan,nyusahin apk initranfer bankke dana brimonggak bisatranfer hasil saldo kurang tapinggak masuk nomor tuju saldo nya,8,positive
946,"Nginstal saja lama., apalagi make..,",1,0,Unknown,2024-10-26 19:55:13,Jakarta Pusat,nginstal pakai,0,neutral
947,Mantapp,5,0,4.19.3,2024-10-26 19:05:17,Jakarta Pusat,mantapp,0,neutral
948,Good,5,0,Unknown,2024-10-26 18:46:25,Jakarta Pusat,good,5,positive
949,Mantap banyakin diskonnya,5,0,4.98.1,2024-10-26 18:43:31,Jakarta Pusat,mantap banyakin diskon,7,positive
950,oke dimanapun,5,0,4.98.1,2024-10-26 17:40:06,Jakarta Barat,oke mana,2,positive
951,"kebanyakan pembayaran bermasalah, biaya transfer ke mahalan sial",1,0,4.98.1,2024-10-26 17:31:12,Jakarta Pusat,banyak bayar masalah biaya transfer mahal sial,-4,negative
952,Sangat membantu,5,0,4.98.1,2024-10-26 17:13:01,Jakarta Timur,bantu,3,positive
953,pelayanannya jelek,1,0,4.98.1,2024-10-26 16:39:35,Jakarta Barat,layan jelek,-3,negative
954,"so very bad, lokasinya ga update padahal udah hidupin tract lokesion kalo mau mesen pasti salah alamat padahal udah idupin tract lokasion",1,0,4.99.1,2024-10-26 16:26:08,Jakarta Utara,very bad lokasi update hidupin tract lokesion mesen salah alamat idupin tract lokasion,-8,negative
